Review,SENTIMEN
"['bagus', 'kak', 'kalo', 'tambahin', 'fitur', 'topup', 'gopay', 'pliss', 'bangett']",POSITIF
"['aplikasi', 'baik', 'ongkir', 'nya', 'free', 'sippp']",POSITIF
"['situs', 'belanja', 'online', 'the', 'best']",POSITIF
"['suka', 'bangett']",POSITIF
"['aplikasi', 'bagus']",POSITIF
"['kirim', 'meleset', 'cepat', 'pasti']",POSITIF
"['belanja', 'shopee', 'gratis', 'ongkirnya']",POSITIF
"['top', 'shoppee']",POSITIF
"['kasih', 'bintang', 'aplikasi', 'shopee', 'nya', 'rekomendasi', 'banget', 'deh', 'kecewa', 'langgan', 'terimakasih', 'shopee', 'tambahin', 'bonus', 'nya', 'ya', 'kak', 'belanja', 'shopee', 'hadiah', 'hp', 'canggih', 'sih', 'kak']",POSITIF
"['aplikasi', 'bagus', 'tarik']",POSITIF
"['kali', 'download', 'langsung', 'barang', 'gratis']",POSITIF
"['puas', 'banget', 'belanja', 'shopee']",POSITIF
"['sagat', 'guna', 'lanja', 'onlinepengiriman', 'cepat']",POSITIF
"['belanja', 'dishopee', 'mudah', 'cepat', 'sesuai', 'pesan', 'neng', 'dehdah', 'langgan']",POSITIF
"['bagus', 'banget', 'aplikasi', 'syopi', 'suka', 'banget']",POSITIF
"['belanja', 'gampang', 'pilih', 'harga', 'nyaman', 'kantong']",POSITIF
"['assalamualaikumak', 'suuukkkkaaa', 'baattt', 'aplikasi']",POSITIF
"['pakai', 'shopee', 'untungaplikasi', 'dr', 'sabang', 'meraukeyang', 'laincukup']",POSITIF
"['ak', 'suka', 'aplikasi', 'belanja', 'makasih', 'ya', 'shopee']",POSITIF
"['toko', 'online', 'shop', 'muas', 'customer', 'nya', 'layan', 'produk']",POSITIF
"['cinta', 'banget', 'sm', 'shopee']",POSITIF
"['ongkir', 'nya', 'mahalok', 'kakasemoga', 'big', 'shale', 'barang', 'ori', 'ya', 'ka', 'kw', 'hehe']",POSITIF
['baguss'],POSITIF
"['barang', 'sesuai', 'pesan']",POSITIF
"['bagus', 'banget', 'puas', 'emas', 'rapi', 'banget', 'makasih', 'ya', 'seller']",POSITIF
"['harga', 'jangkau', 'pngriman', 'okkualitas', 'djaga', 'ok']",POSITIF
"['aman', 'terpercayaaaa']",POSITIF
"['terimakasih', 'shopee', 'belanja', 'aja', 'dishopee', 'ya', 'voucher', 'cod', 'nya', 'gak', 'shopeepay', 'voucher', 'nya', 'bete', 'dehh', 'tolong', 'tingkat', 'ya', 'shopee', 'terimakasih']",POSITIF
"['muas', 'terimakasih', 'sukses', 'shopee']",POSITIF
"['mantep', 'dah', 'pkoknya']",POSITIF
"['terima', 'kasi', 'shopeee', 'pelayanya']",POSITIF
"['suka', 'hyung', 'aplikasi', 'nya', 'mudah', 'belanja', 'rumah', 'diskon', 'voucher', 'gratis', 'ongkir', 'nya', 'jga', 'harga', 'nya', 'kbnykan', 'murah', 'besttt', 'lahhh', 'pokok', 'nya', 'aplikasi', 'racunn', 'warrrbiasaaa', 'sukaa']",POSITIF
"['mudah', 'cari', 'beli', 'barang', 'ter', 'utama', 'barang', 'langka', 'daerah']",POSITIF
"['puas', 'sopee', 'belanja', 'murah', 'tampa', 'mana']",POSITIF
['suka'],POSITIF
['suka'],POSITIF
"['murah', 'cepat']",POSITIF
"['belanja', 'mudah', 'harga', 'jg', 'murah']",POSITIF
"['layan', 'bagus', 'kadang', 'dr', 'jual', 'cepat', 'merespon']",POSITIF
"['shope', 'percaya', 'promo', 'murahh', 'gratis', 'ongkir', 'is', 'the', 'best']",POSITIF
"['senang', 'baja', 'shopee']",POSITIF
"['barang', 'shopee', 'bangus', 'real', 'pic', 'layan', 'ramah', 'shopee', 'is', 'the', 'best']",POSITIF
"['puas', 'belanja', 'shopee']",POSITIF
"['aplikasi', 'favorit', 'belnja', 'onlen']",POSITIF
"['belanja', 'shopee']",POSITIF
"['alhamdulillah', 'belanja', 'shopee', 'mantap']",POSITIF
"['shopee', 'de', 'besss', 'dahh']",POSITIF
"['puas', 'belanja', 'shopee', 'selernya', 'rama', 'chasbek', 'gratis', 'ongkir', 'terimakasih', 'shopee']",POSITIF
"['terimakasih', 'shopee', 'shopee', 'cepat', 'kilat', 'barang', 'jangkau', 'hobi', 'barang', 'perkakas', 'kerjakarena', 'pekerjasenang', 'kreasi', 'dunia', 'kerja', 'tunjang', 'alat', 'kerja', 'love', 'shopee']",POSITIF
"['bagus', 'banagttt', 'tiada']",POSITIF
"['gratis', 'ongkir', 'nya']",POSITIF
"['shopee', 'bantu', 'butuh', 'shopee', 'shopee', 'favorit', 'banget']",POSITIF
"['bagus', 'suka']",POSITIF
"['good', 'online', 'shop']",POSITIF
"['langgan', 'setia', 'udh', 'barang', 'trima', 'nya', 'senang', 'makasih', 'shopee', 'moga', 'aplikasi', 'olshop', 'indonesia']",POSITIF
"['shopee', 'ok', 'banget']",POSITIF
"['senengsaran', 'lbh', 'kin', 'gratis', 'ongkiruntuk', 'guna', 'dagang', 'onlinekeamanan', 'tingkat']",POSITIF
"['belanja', 'aman', 'promo']",POSITIF
"['shopeepay', 'joss']",POSITIF
"['okeh', 'makasih', 'uddah', 'respon', 'gratis', 'ongkir', 'cod', 'nya', 'wlwpun', 'banyak', 'bonus', 'guna', 'shopee', 'pay', 'saran', 'biar', 'kalang', 'pakai', 'shopee', 'bonus', 'cashback', 'beli', 'mode', 'cod', 'terimakasih']",POSITIF
"['belanja', 'aman', 'percaya', 'mantul']",POSITIF
"['top', 'markotop']",POSITIF
"['oke', 'mudahdan', 'bantu', 'apa', 'terwujut', 'mana', 'diam', 'rumah', 'sendirishopi', 'om', 'jinapa', 'ingin', 'penuh']",POSITIF
"['semogaaa', 'lancar', 'jayaa']",POSITIF
"['emang', 'enak', 'shoping', 'online', 'shopee', 'gratis', 'ongkir', 'barang', 'aman']",POSITIF
"['belanja', 'aja', 'mudah', 'belanja', 'shopee']",POSITIF
"['suka', 'langgan', 'shopee', 'saldo', 'shopeepayku', 'beku', 'kemarin', 'salah', 'pin', 'tolong', 'aktif', 'lagi', 'belanja', 'lagi']",POSITIF
"['kirim', 'cepat', 'muas']",POSITIF
"['super', 'duper', 'mantul', 'mah', 'shopee', 'harga', 'murah', 'banget', 'focher', 'jg', 'suka', 'belanha', 'shopee']",POSITIF
"['belanja', 'mudah', 'dtn', 'shopee', 'kupon', 'gratis', 'lagimantaplah']",POSITIF
"['trmksih', 'shopee', 'sukapengiriman', 'barang', 'cepatbarang', 'mengecewakanpokoknya', 'the', 'best', 'shopee']",POSITIF
"['shopee', 'ist', 'the', 'best']",POSITIF
"['aplkasi', 'bantu', 'saat', 'pandemi']",POSITIF
"['bantu', 'nyari', 'barang', 'variasi', 'banding', 'harga', 'toko', 'jual', 'suka']",POSITIF
"['mantap', 'shopee']",POSITIF
"['barang', 'aman']",POSITIF
['mantap'],POSITIF
"['puas', 'belanja', 'shopee', 'alhamdulillah', 'baik']",POSITIF
"['suka', 'banget', 'belanja', 'barang', 'beli', 'rata', 'realpict']",POSITIF
"['good', 'aplication', 'suka']",POSITIF
['shopee'],POSITIF
"['keren', 'poko', 'deh', 'mantap']",POSITIF
"['aplikasi', 'bantu']",POSITIF
"['mantap', 'kata', 'pokok', 'sukses', 'shopee']",POSITIF
"['suka', 'deh', 'shopee', 'belanja', 'aman', 'murah', 'percaya', 'gratis', 'ongkir', 'diskon', 'cashback', 'hehehe']",POSITIF
"['shopee', 'good']",POSITIF
['mantap'],POSITIF
"['manfaat', 'oleh', 'beli', 'jual']",POSITIF
"['good', 'job']",POSITIF
"['shopee', 'emang', 'the', 'best', 'banget', 'harga', 'jangkau']",POSITIF
"['bagus', 'banget', 'terimakasih']",POSITIF
['mantap'],POSITIF
"['belanja', 'mudah']",POSITIF
"['suka', 'shopping', 'sesuai', 'barang', 'harga']",POSITIF
"['bagus', 'pokok']",POSITIF
"['muas', 'belanja', 'dishopeeyuk', 'gaes', 'ikut', 'belanja', 'shopee']",POSITIF
"['pokok', 'puas', 'belanja', 'shopee', 'sukses', 'shopee']",POSITIF
"['bantu', 'aplikasi']",POSITIF
"['sk', 'blnja', 'shopee', 'ga', 'rmh', 'ttinggal', 'sen', 'barang', 'dateng']",POSITIF
"['bagus', 'barang', 'mudah', 'dapat', 'murah', 'bnyak', 'diskon', 'belanja', 'bayar', 'top', 'number', 'thank', 'shopeepaylater']",POSITIF
"['mudah', 'sayaa', 'belanja', 'online']",POSITIF
"['mantap', 'aplikasi', 'bantu', 'belanja', 'terimakasih']",POSITIF
"['aplikasi', 'bantu']",POSITIF
"['shopee', 'baik']",POSITIF
"['asyik', 'diskon']",POSITIF
"['belanja', 'shophie', 'puas', 'banget']",POSITIF
"['bagus', 'cepat', 'percaya']",POSITIF
"['belanja', 'puas', 'shopeebarang', 'cepat', 'kualitas', 'barang', 'mantap']",POSITIF
"['shopee', 'suka', 'gajelas', 'kadang', 'eror']",POSITIF
"['suka', 'banget', 'belanja', 'shopee']",POSITIF
"['suka', 'belanja', 'shopee', 'promo', 'free', 'ongkirnya']",POSITIF
"['suka', 'belanja', 'shopy', 'diskon', 'shopy', 'pay', 'later', 'cicil']",POSITIF
"['belanja', 'mudah', 'percaya']",POSITIF
"['suka', 'banget', 'belanja']",POSITIF
"['mantap', 'suka']",POSITIF
"['keren', 'belanja']",POSITIF
"['belanja', 'mudah', 'nggak', 'susah', 'susah']",POSITIF
"['shoppy', 'like', 'you', 'aplikasi', 'online', 'nomer']",POSITIF
"['no', 'commentgood', 'aplikasi']",POSITIF
"['aplikasi', 'bagus', 'banget', 'proses']",POSITIF
"['terimakasih', 'shopee']",POSITIF
"['barang', 'bagus']",POSITIF
"['puas', 'belanja', 'shopee', 'promonya', 'muas', 'gitu', 'gratis', 'ongkir', 'lagiiterimakasi', 'shopee']",POSITIF
"['alam', 'belanja', 'shopee', 'memuaskanbarang', 'jual', 'diskon', 'promoproduk', 'sesuai', 'pesananpengiriman', 'cepat', 'kecewa', 'terima', 'kasih']",POSITIF
"['belanja', 'tenang', 'rumah', 'mudah', 'dr', 'shopee']",POSITIF
"['shopee', 'ku', 'lancar']",POSITIF
"['shopee', 'super', 'mantap']",POSITIF
"['good', 'aplikasi', 'jarang', 'keluarkarena', 'shopee', 'atar', 'pesan', 'rumah']",POSITIF
"['puas', 'layan']",POSITIF
"['pakai', 'shopee', 'top', 'banget']",POSITIF
"['shopee', 'keren', 'suka', 'shopee']",POSITIF
"['mantap', 'ni', 'grastis', 'ongkir', 'muluk', 'sesal', 'dehhh', 'beli', 'beli']",POSITIF
"['alam', 'mesan', 'kali', 'kesan', 'coba', 'produk', 'rp', 'nya', 'beneran', 'loh', 'kirim', 'kemas', 'produk', 'rp', 'nya', 'makasih', 'shopee', 'lirik', 'deh']",POSITIF
"['shopee', 'cakep']",POSITIF
"['suka', 'shopee']",POSITIF
['bagus'],POSITIF
"['pandemi', 'belanja', 'online', 'solusi', 'suka', 'shopee']",POSITIF
['bagus'],POSITIF
"['cari', 'aja', 'shopee', 'mudah', 'belanja', 'perlu', 'rumah', 'perlu', 'babanyaku', 'perlu', 'belanja', 'moga', 'depan', 'gratis', 'ongkir', 'harga', 'murah', 'ya', 'hehehe', 'sukses', 'shopee']",POSITIF
"['layan', 'ramah', 'lumayan', 'cepat']",POSITIF
"['alus', 'pis', 'topplah']",POSITIF
"['barang', 'sesuai', 'pesan', 'sesuai', 'foto', 'kasih', 'gratis', 'ongkir', 'suuiiippp']",POSITIF
"['aman', 'belanja', 'shopee', 'barang', 'pesan', 'shopee', 'bantuin']",POSITIF
"['shopee', 'the', 'best']",POSITIF
['manfaat'],POSITIF
"['bantu', 'dlm', 'berbelanjaa', 'terima', 'kasih']",POSITIF
"['dah', 'kasi', 'starselama', 'blnj', 'shopee', 'blm', 'prnh', 'bermasalahshopee', 'shopee', 'shopeesop', 'sapi']",POSITIF
"['please', 'shope', 'bikin', 'game', 'hasil', 'koin', 'note', 'shope', 'tanam', 'pas', 'goyang', 'dapat', 'plis', 'bikin', 'game', 'kaya', 'subway', 'surt', 'kek', 'gimana', 'hasil', 'koin', 'hehe', 'saran', 'moga', 'baca', 'realisasi']",POSITIF
"['bagus', 'banget', 'shopee', 'zaman', 'suka', 'aplikasi', 'mohon', 'tingkat', 'mimin', 'aplikasi', 'shopee', 'kembang']",POSITIF
"['belanja', 'shopee', 'aman', 'jual', 'amanah', 'so', 'never', 'doubt']",POSITIF
"['barang', 'bagus', 'kirim', 'cepat']",POSITIF
"['shopee', 'mntaapp']",POSITIF
"['mantap', 'mudah', 'pakai']",POSITIF
"['alhamdulillah', 'aplikasi', 'shopee', 'bantu', 'transaksi', 'beli', 'serba', 'adakuliatas', 'barang', 'barang', 'terimakasih']",POSITIF
"['shopee', 'mantul']",POSITIF
"['puas', 'blnja', 'shopee']",POSITIF
"['puas', 'belanja', 'dishopeesesuai', 'ekspetasi']",POSITIF
"['belanja', 'puasaman', 'nyaman']",POSITIF
"['enak', 'nyari', 'barang', 'murah', 'toko', 'belah']",POSITIF
"['top', 'baik']",POSITIF
"['aplikasi', 'shop', 'bagus']",POSITIF
"['kirim', 'nya', 'cepat', 'gratis', 'ongkir', 'nya', 'sukaaaaa']",POSITIF
"['bantu', 'cari', 'barang', 'sesuai', 'harap']",POSITIF
"['suka', 'banget', 'shopee']",POSITIF
['bantu'],POSITIF
"['mudahpraktishemat', 'puas']",POSITIF
"['mantap', 'no']",POSITIF
"['bagus', 'banget', 'aplikasi', 'shopee', 'belanja', 'barang', 'vouchernya', 'main', 'pokok', 'seru', 'deh']",POSITIF
"['pengirimanya', 'cepat', 'kualitas', 'baju', 'bagus', 'suka']",POSITIF
"['mantap', 'pokok', 'belanja', 'shopee', 'barang', 'sesuai', 'pilih', 'bagusrespon', 'toko', 'kirim', 'cepat']",POSITIF
"['harga', 'jangkau', 'pokok', 'jooss']",POSITIF
"['mudahsimpledan', 'percaya']",POSITIF
"['kualitas', 'bagus', 'kirim', 'bagus', 'harga']",POSITIF
['bagus'],POSITIF
"['mantap', 'shopee']",POSITIF
"['sukaa', 'puas']",POSITIF
"['senang', 'lagan', 'shopee']",POSITIF
"['shopee', 'baguskurir', 'nya', 'ramahbanyak', 'diskon', 'meriahharganya', 'jangkau']",POSITIF
"['aplikasi', 'bagus']",POSITIF
"['thx', 'shopee', 'sukses', 'jual', 'online']",POSITIF
"['aplikasi', 'belanja', 'online', 'baik', 'barang', 'cari', 'sedia', 'lengkap', 'barang', 'elektronik', 'pakai', 'lengkap', 'bangak', 'voucher', 'diskon', 'an']",POSITIF
"['shopee', 'solusi']",POSITIF
"['kalo', 'tambah', 'bintang', 'nya']",POSITIF
"['bagus', 'barang', 'nya', 'cepet', 'nya', 'kecewa', 'belanja', 'shopee']",POSITIF
"['nyaman', 'cod']",POSITIF
"['mantul', 'mantap']",POSITIF
"['murah', 'murah', 'harga', 'barang', 'promo']",POSITIF
"['bagus', 'beli', 'apa']",POSITIF
"['bantu', 'belanja']",POSITIF
"['untung', 'bngt', 'pke', 'shopee']",POSITIF
"['aplikasi', 'belanja', 'onlain', 'baik', 'moga', 'discount']",POSITIF
"['shopeee', 'oke', 'banget']",POSITIF
"['buka', 'aplikasi', 'shoppi', 'susah', 'buka', 'gambar', 'nya', 'sinyal', 'penuh', 'pas', 'buka', 'aplikasi', 'cepett']",POSITIF
"['aplikasi', 'mrmbantu', 'mager', 'baget', 'rumah']",POSITIF
"['bagus', 'aplikasi', 'mudah', 'bertranksasi']",POSITIF
['diskon'],POSITIF
"['bagus', 'bangaet', 'layan', 'muas', 'pokok', 'baik', 'deh', 'shoppeee', 'belanja', 'online', 'no', 'kualitas', 'bagus', 'murah', 'riah', 'promo', 'gratis', 'ongkirnya', 'the', 'bestttt', 'banget', 'sayang', 'gak', 'bis', 'milih', 'jasa', 'kirim', 'lagiii', 'tingkt', 'layan', 'good', 'jobbb', 'the', 'best', 'mas', 'brooo']",POSITIF
"['thn', 'kenal', 'shopee', 'barang', 'puas', 'beli', 'bom', 'ngerti', 'belanja', 'ngerti', 'barang', 'bagus', 'ulas', 'beli', 'barang', 'bagussaya', 'beli', 'hpsepatutasbajucelana', 'dll', 'shopee', 'mksh', 'shopee', 'jaya', 'seller', 'berkwalitas', 'top', 'deh', 'sukses', 'shopee', 'seller']",POSITIF
"['bete', 'cek', 'status', 'beli', 'muncul', 'web', 'dah', 'tf', 'via', 'atm', 'pesan', 'produk', 'cemas', 'gara', 'tf', 'dana', 'eh', 'gak', 'tau', 'konfirmasi', 'bayang', 'duit', 'angus', 'ngiang', 'kepala', 'syukur', 'alhamdulillaah', 'barang', 'dah', 'dianterin', 'sm', 'kurir', 'trimks', 'shopee', 'maaf', 'yaa', 'dah', 'kasih', 'bintang', 'tgl', 'jan', 'skr', 'ralat', 'nii', 'bintang', 'full', 'bintang', 'shopee']",POSITIF
"['alhamdulillah', 'berkat', 'kenal', 'shopee', 'bantu', 'cari', 'barangterus', 'hri', 'kendala', 'gak', 'bs', 'buka', 'nya', 'aplikasi', 'shopee', 'shopee', 'tanamshopee', 'laterdll', 'kalo', 'klik', 'aplikasi', 'muluitu', 'ya', 'mindmohon', 'cerah', 'ny', 'nya', 'shopeepay', 'latertakut', 'pas', 'pembayarand', 'sengaja', 'gak', 'bayar', 'lagipadahal', 'akun', 'nya', 'gak', 'bs', 'buka']",POSITIF
"['pakai', 'setia', 'shopee', 'hehebanyak', 'program', 'nguntungin', 'banget', 'ken', 'ningkatin', 'member', 'biar', 'promosi', 'sampe', 'ni', 'blm', 'kecewa', 'sih', 'order', 'sistem', 'batal', 'jg', 'cepat', 'aman', 'respon', 'trimakaaasiihh', 'shoppeee']",POSITIF
"['aplikasi', 'mudah', 'pormo', 'tarik', 'jasa', 'kurir', 'pilih', 'timbang', 'rubah', 'opsi', 'kurir', 'guna', 'bebas', 'pilih', 'jasa', 'kirim', 'suka', 'daerah', 'beda', 'cepat', 'kirim']",POSITIF
"['puas', 'banget', 'belanja', 'disinisaran', 'belanja', 'pinter', 'nyari', 'voucher', 'yahbiar', 'ongkirnya', 'murahterus', 'jan', 'lupa', 'cari', 'discount', 'gede', 'aku', 'kemaren', 'beli', 'sneakers', 'harga', 'normal', 'keh', 'flashsale', 'doangkece', 'abos', 'dahburuan', 'download', 'shopee', 'beli', 'barang', 'banyak', 'nya', 'biar', 'cepet', 'naek', 'levelbuat', 'apabiar', 'voucher', 'banyak', 'nya']",POSITIF
"['mudah', 'beres', 'gak', 'ribet', 'profesional', 'tanggung', 'cancel', 'an', 'ramah', 'sopan', 'mantapz', 'jaya', 'surabaya', 'sapa', 'josss', 'gandos', 'mesan', 'lancar', 'aman', 'kendali', 'matur', 'suwon', 'alkhamndulillah', 'terima', 'kasih']",POSITIF
"['aplikasi', 'bagus', 'transaksi', 'jual', 'beli', 'belanja', 'mudah', 'produk', 'bagus', 'puas', 'layan', 'kerja', 'keras', 'cegah', 'akun', 'curi', 'data', 'terimakasih', 'shopee']",POSITIF
"['puas', 'shopee', 'layan', 'selektif', 'sellersehingga', 'konsumen', 'lindung', 'tingkat', 'layan', 'shopee', 'maju', 'sukses', 'kirim', 'lokasi', 'mes', 'seller', 'usaha', 'nyampaimengingat', 'jarak', 'banget']",POSITIF
"['aplikasi', 'shopee', 'aplikasi', 'belanja', 'benar', 'nomor', 'tanggung', 'salah', 'toko', 'khilaf', 'terimakasih', 'min', 'shopee', 'belanja', 'pulau', 'nikmat', 'gratis', 'ongkir']",POSITIF
"['aplikasi', 'bagus', 'belanja', 'online', 'pakai', 'shopee', 'lancar', 'lancar', 'kendala', 'barang', 'beli', 'sesuai', 'komplai', 'komplainseller', 'shopee', 'fast', 'respon', 'jg', 'kurir', 'kurir', 'nya', 'ramah', 'cepat', 'ngirim', 'pakait', 'good', 'luck', 'shopee', 'nya', 'libat']",POSITIF
"['shopee', 'praktismudahkarena', 'seorg', 'wanita', 'butuh', 'apa', 'harga', 'sesuaitinggal', 'masuk', 'keranjang', 'praktislahwalaupun', 'terkadang', 'mndapat', 'barang', 'sesuainamun', 'konsisten']",POSITIF
"['belanja', 'shopee', 'aman', 'ga', 'kecewa', 'layan', 'paylatter', 'nya', 'oke', 'bunga', 'nya', 'relatif', 'mudah', 'nikmat', 'layan', 'spinjam', 'guna', 'terimakasih', 'shopee']",POSITIF
"['beli', 'shopee', 'alhamdulilah', 'gak', 'tipu', 'sihcuma', 'bikin', 'kesel', 'ribet', 'gak', 'pilih', 'jasa', 'kirim', 'gk', 'kayak', 'dulubiasanya', 'pilih', 'kalo', 'gantung', 'shopeenyatolong', 'depan', 'baik', 'ya']",POSITIF
"['aplikasi', 'no', 'crash', 'bayar', 'jg', 'gapernah', 'problem', 'pakai', 'metode', 'aneh', 'kadang', 'campur', 'duit', 'aman', 'aplikasi', 'keren', 'blagi', 'gabagus', 'brarti', 'usernya', 'bijak', 'belanja', 'pilih', 'toko', 'sekian', 'terimakasih']",POSITIF
"['belanja', 'mudah', 'rumah', 'spaylatter', 'ringan', 'pembayarnnya', 'cicil', 'terimakasih', 'shopee', 'salam', 'hangat', 'dari', 'setia', 'pakai', 'jasa', 'mu', 'like', 'like', 'like', 'like', 'like', 'like']",POSITIF
"['belanja', 'shopee', 'untung', 'segi', 'harga', 'gratis', 'ongkir', 'hari', 'cari', 'barang', 'daerah', 'cari', 'shopee', 'barang', 'tawar', 'trims', 'shopee']",POSITIF
"['abis', 'bayar', 'done', 'tinggal', 'tunggu', 'barang', 'sampe', 'bayar', 'pasang', 'timer', 'jam', 'buka', 'aplikasi', 'nya', 'sampe', 'lupa', 'ganti', 'kurir', 'shopee', 'pilih', 'kurir', 'baik', 'dapat', 'kurir', 'blacklist', 'gara', 'layan', 'buruk', 'ulang', 'salah', 'update', 'ko', 'mlh', 'ngerepotin', 'ya', 'moga', 'keluh', 'user', 'shopee', 'kurir', 'jadi', 'masuk', 'update', 'pindah', 'toko', 'belah']",POSITIF
"['cinta', 'sm', 'shopeeini', 'tu', 'belanja', 'ter', 'the', 'best', 'ya', 'akusemua', 'mudahblm', 'gratis', 'ongkir', 'gak', 'habisnyaditmbh', 'voucher', 'cashbackmau', 'blnja', 'beli', 'pulsa', 'beli', 'token', 'listrik', 'voucher', 'cashback', 'nyayang', 'spectakuller', 'nya', 'shoppe', 'payletter', 'bikin', 'gak', 'bs', 'diem', 'kalo', 'liat', 'barang', 'suka', 'gk', 'duit', 'eh', 'tetep', 'bs', 'belanja', 'donkk', 'yasudah', 'nyaman', 'deh', 'sm', 'shopeeterimakasih', 'shoppeeluv']",POSITIF
"['th', 'pakai', 'shopee', 'baja', 'level', 'silver', 'spay', 'leter', 'ga', 'muncul', 'akun', 'ga', 'pakai', 'cicil', 'kali', 'ya', 'temen', 'bln', 'muncul', 'spayleter', 'nya', 'ya', 'bintang', 'shoppe']",POSITIF
"['maaf', 'ya', 'min', 'sy', 'stuju', 'prubahan', 'setting', 'jasa', 'kirim', 'sy', 'jg', 'bc', 'jawabn', 'mimin', 'ulas', 'ttapi', 'sisi', 'manfaat', 'beli', 'jasa', 'kirim', 'mmg', 'bs', 'ubah', 'stlh', 'checkout', 'biaya', 'typ', 'plus', 'ribet', 'drpd', 'alas', 'biaya', 'sesuai', 'berat', 'tgs', 'ekspedisi', 'shopee', 'menentukn', 'tombol', 'mngubah', 'jasa', 'kirim', 'jg', 'trlmbt', 'bhkn', 'muncul', 'ptng', 'ongkr', 'mnml', 'rb', 'lbh', 'dr', 'moga', 'shopee', 'bs', 'kmbli', 'sprti', 'nyaman', 'beli']",POSITIF
"['suka', 'belanja', 'sayang', 'sih', 'jasa', 'kirim', 'dipilihin', 'pilih', 'kayak', 'dlu', 'sih', 'pilih', 'jasa', 'bagus', 'menuruntuku']",POSITIF
